Statistical profiling result from isolate-0x5d60860-16400-v8.log, (8741 ticks, 7 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.1%  LazyCompile: *getObjectFlags /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:19706:28
      2    0.0%    0.1%  LazyCompile: *getNormalizedType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:64642:35
      2    0.0%    0.1%  LazyCompile: *getIndexInfosOfType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:59487:37
      2    0.0%    0.1%  LazyCompile: *getDeclarationModifierFlagsFromSymbol /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:19534:51
      2    0.0%    0.1%  LazyCompile: *getBaseConstraintOfType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:58930:41
      2    0.0%    0.1%  LazyCompile: *getAliasId /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:60186:28
      2    0.0%    0.1%  LazyCompile: *findResolutionCycleStartIndex /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:55639:47
      2    0.0%    0.1%  LazyCompile: *filter /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:596:20
      2    0.0%    0.1%  LazyCompile: *dirname node:path:1275:10
      2    0.0%    0.1%  LazyCompile: *createToken /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:23033:29
      2    0.0%    0.1%  LazyCompile: *createSymbol /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:49071:30
      2    0.0%    0.1%  LazyCompile: *createSymbol /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:44796:30
      2    0.0%    0.1%  LazyCompile: *createObjectType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:51737:34
      2    0.0%    0.1%  LazyCompile: *createNodeArray /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:32318:33
      2    0.0%    0.1%  LazyCompile: *createBaseNamedDeclaration /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:22790:44
      2    0.0%    0.1%  LazyCompile: *convertPropertyValueToJson /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:41042:44
      2    0.0%    0.1%  LazyCompile: *combineTypeMappers /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:63324:36
      2    0.0%    0.1%  LazyCompile: *checkTypeRelatedTo /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:64668:36
      2    0.0%    0.1%  LazyCompile: *bindJSDoc /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:46781:27
      2    0.0%    0.1%  LazyCompile: *addInheritedMembers /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:57640:37
      2    0.0%    0.1%  LazyCompile: *_loop_18 /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:62534:37
      2    0.0%    0.1%  LazyCompile: *_loop_17 /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:61328:41
      2    0.0%    0.1%  LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      2    0.0%    0.1%  LazyCompile: *<anonymous> /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:50030:44
      2    0.0%    0.1%  Function: ^unionOrIntersectionRelatedTo /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:65265:50
      2    0.0%    0.1%  Function: ^removeRedundantLiteralTypes /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:61222:45
      2    0.0%    0.1%  Function: ^parseTypeAnnotation /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:34291:37
      2    0.0%    0.1%  Function: ^parsePropertyNameWorker /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:32409:41
      2    0.0%    0.1%  Function: ^nextTokenWithoutCheck /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:31995:39
      2    0.0%    0.1%  Function: ^isPrototypeProperty /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:74317:37
      2    0.0%    0.1%  Function: ^inferFromTypes /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:68467:36
      2    0.0%    0.1%  Function: ^inferFromSignatures /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:69039:41
      2    0.0%    0.1%  Function: ^getTypeFacts /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:69589:30
      2    0.0%    0.1%  Function: ^getResolvedMembersOrExportsOfSymbol /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:57815:53
      2    0.0%    0.1%  Function: ^getReducedType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:59343:32
      2    0.0%    0.1%  Function: ^getImmediateBaseConstraint /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:58958:48
      2    0.0%    0.1%  Function: ^filterType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:69886:28
      2    0.0%    0.1%  Function: ^createUnionOrIntersectionProperty /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:59151:51
      2    0.0%    0.1%  Function: ^compareSignaturesRelated /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:64341:42
      2    0.0%    0.1%  Function: ^bindContainer /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:45090:31
      2    0.0%    0.1%  Function: ^bindChildren /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:45213:30
      2    0.0%    0.1%  Function: ^addJSDocComment /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:31711:33
      2    0.0%    0.1%  Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      1    0.0%    0.0%  RegExp: (?:^|\/)\.?\.$
      1    0.0%    0.0%  LazyCompile: *unescapeLeadingUnderscores /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:12781:40
      1    0.0%    0.0%  LazyCompile: *skipWhitespaceOrAsterisk /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:37627:50
      1    0.0%    0.0%  LazyCompile: *signatureHasRestParameter /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:89298:39
      1    0.0%    0.0%  LazyCompile: *setStructuredTypeMembers /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:51785:42
      1    0.0%    0.0%  LazyCompile: *setParent /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:21195:23
      1    0.0%    0.0%  LazyCompile: *scanIdentifier /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:11879:32
      1    0.0%    0.0%  LazyCompile: *readFileSync node:fs:450:22
      1    0.0%    0.0%  LazyCompile: *pushComment /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:37741:41
      1    0.0%    0.0%  LazyCompile: *pushComment /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:37497:41
      1    0.0%    0.0%  LazyCompile: *propertyRelatedTo /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:66331:39
      1    0.0%    0.0%  LazyCompile: *propagatePropertyNameFlagsOfChild /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:27306:47
      1    0.0%    0.0%  LazyCompile: *parseTypeOrTypePredicate /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:34246:42
      1    0.0%    0.0%  LazyCompile: *parseTypeOperatorOrHigher /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:34132:43
      1    0.0%    0.0%  LazyCompile: *parseTypeArgumentsOfTypeReference /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:33275:51
      1    0.0%    0.0%  LazyCompile: *parseTokenNode /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:32285:32
      1    0.0%    0.0%  LazyCompile: *parseStatement /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:36264:32
      1    0.0%    0.0%  LazyCompile: *parsePrimaryExpression /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:35642:40
